Year_HS,Overall rank_HS,Country or region_HS,Score_HS,GDP per capita_HS,Social support_HS,Healthy life expectancy_HS,Freedom to make life choices_HS,Generosity_HS,Perceptions of corruption_HS,Dystopia.Residual_HS,Country & Year,SPI Rank_SP,Country_SP,SPI country code_SP,SPI year_SP,Status_SP,Social Progress Index_SP,Basic Human Needs_SP,Foundations of Wellbeing_SP,Opportunity_SP,Nutrition and Basic Medical Care_SP,Water and Sanitation_SP,Shelter_SP,Personal Safety_SP,Access to Basic Knowledge_SP,Access to Information and Communications_SP,Health and Wellness_SP,Environmental Quality_SP,Personal Rights_SP,Personal Freedom and Choice_SP,Inclusiveness_SP,Access to Advanced Education_SP,Undernourishment (% of pop.)_SP,"Deaths from infectious diseases (deaths/100,000)_SP",Child stunting (% of children)_SP,"Maternal mortality rate (deaths/100,000 live births)_SP","Child mortality rate (deaths/1,000 live births)_SP","Unsafe water, sanitation and hygiene attributable deaths (per 100,000 pop.)_SP",Populations using unsafe or unimproved water sources (%)_SP,Populations using unsafe or unimproved sanitation (%)_SP,Usage of clean fuels and technology for cooking (% of pop.)_SP,Access to electricity (% of pop.)_SP,"Household air pollution attributable deaths (deaths/100,000)_SP","Traffic deaths (deaths/100,000)_SP",Political killings and torture (0=low freedom; 1=high freedom)_SP,Perceived criminality (1=low; 5=high)_SP,"Homicide rate (deaths/100,000)_SP",Access to quality education (0=unequal; 4=equal)_SP,Women with no schooling_SP,Gender parity in secondary attainment (distance from parity)_SP,Primary school enrollment (% of children)_SP,Secondary school attainment (% of population)_SP,Access to online governance (0=low; 1=high)_SP,Media censorship (0=frequent; 4=rare)_SP,Internet users (% of pop.)_SP,Mobile telephone subscriptions (subscriptions/100 people)_SP,Access to quality healthcare (0=unequal; 4=equal)_SP,Access to essential services  (0=none; 100=full coverage)_SP,"Premature deaths from non-communicable diseases (deaths/100,000)_SP",Life expectancy at 60 (years)_SP,Greenhouse gas emissions (total CO2 equivalents)_SP,Particulate matter _SP,Biome protection_SP,"Outdoor air pollution attributable deaths (deaths/100,000)_SP",Political rights (0=no rights; 40=full rights)_SP,Freedom of expression (0=no freedom; 1=full freedom)_SP,Freedom of religion (0=no freedom; 4=full freedom)_SP,Access to justice (0=non-existent; 1=observed)_SP,Property rights for women (0=no right; 5=full rights)_SP,Vulnerable employment (% of employees)_SP,Corruption (0=high; 100=low)_SP,Early marriage (% of women)_SP,Satisfied demand for contraception (% of women)_SP,Equality of political power by socioeconomic position (0=unequal power; 4=equal power)_SP,Equality of political power by social group (0=unequal power; 4=equal power)_SP,Equality of political power by gender (0=unequal power; 4=equal power)_SP,Discrimination and violence against minorities (0=low; 10=high)_SP,Acceptance of gays and lesbians (0=low; 100=high)_SP,Quality weighted universities (points)_SP,Citable documents_SP,Women with advanced education (%)_SP,Years of tertiary schooling_SP
2016,86,Serbia,5.1770000000000005,1.03437,0.81329,0.6458,0.15718,0.04339,0.20736999999999997,2.2753900000000002,2016Serbia,50.0,Serbia,SRB,2016,Ranked,74.96,87.59,73.58,63.7,96.12,96.57,82.65,75.01,90.47,71.66,63.39,68.82,79.72,64.76,42.44,67.88,3.6,14.3789,8.98,12.589,6.578,0.274,5.536,5.406,67.0,99.6608,56.466,7.387,0.93,4.0,1.3486,2.744,0.0074,0.1015,98.7843,86.7,0.8305,0.637,62.0751,105.0199,2.651,79.554,468.16,18.874,68.7,26.954,7.4691,40.9547,30.0,0.595,3.592,0.742,4.767,26.385,40.0,3.669,49.9,2.652,1.982,1.727,7.8,0.2,6.6,0.9829,0.9141,2.7114
2016,88,Montenegro,5.1610000000000005,1.07838,0.74173,0.6353300000000001,0.15111,0.12721,0.17190999999999998,2.2553099999999997,2016Montenegro,49.0,Montenegro,MNE,2016,Ranked,75.27,86.08,78.51,61.23,96.81,94.54,83.03,69.92,93.41,77.95,68.37,74.33,81.02,67.27,35.86,60.77,2.5,9.8374,9.703,7.52,3.9305,0.114,13.553,3.704,59.0,97.7,41.146,7.697,0.81,4.0,3.1916,3.569,0.006,0.0967,96.2885,90.7,0.8305,2.298,61.0,161.7018,3.174,80.765,422.44,19.8733,4.47,22.56,7.7305,30.9287,27.0,0.719,3.823,0.792,4.352,11.849,44.0,1.903,40.3,1.74,2.009,1.518,7.6,0.16,0.2,0.5786,0.9072,2.7653
2016,89,Dominican Republic,5.155,1.02787,0.9949600000000001,0.5766899999999999,0.52259,0.12372000000000001,0.21286,1.6962599999999999,2016Dominican Republic,78.0,Dominican Republic,DOM,2016,Ranked,68.77,76.65,70.96,58.7,87.69,71.74,91.86,55.32,77.34,61.68,59.39,85.46,83.31,59.52,45.59,46.38,8.5,77.9738,9.86,116.981,32.0952,6.891,63.284,22.079,88.0,98.471,32.191,30.147,0.88,4.0,17.8059,1.065,0.0427,0.0306,92.0446,56.4,0.4915,2.63,49.58,81.686,1.25,63.643,404.266,21.7588,28.6,14.858,15.5572,23.6881,29.0,0.818,3.798,0.698,4.644,41.177,33.0,20.3646,82.6,2.05,2.474,1.668,6.0,0.28,7.8,0.0129,0.4558,2.466
2016,91,Hungary,5.145,1.24142,0.9316399999999999,0.67608,0.1977,0.044719999999999996,0.099,1.9547299999999999,2016Hungary,40.0,Hungary,HUN,2016,Ranked,81.05,91.94,78.94,72.27,96.77,96.98,93.67,80.33,93.86,73.11,65.94,82.84,85.95,78.62,56.05,68.46,2.5,9.8195,8.367,15.689,5.3968,0.614,3.458,6.017,95.0,100.0,33.818,6.864,0.92,3.0,1.489,2.836,0.001,0.0235,96.9636,96.6,0.4915,2.301,75.6532,119.5972,2.807,82.184,498.844,20.1229,57.2,17.232,17.0,31.6372,32.0,0.768,3.648,0.812,4.845,5.751,51.0,3.971,78.9,2.194,2.707,2.513,5.0,0.35,21.4,1.0253,0.7974,2.5691
2016,92,Pakistan,5.132000000000001,0.68816,0.26135,0.40306,0.14622000000000002,0.1388,0.31185,3.18286,2016Pakistan,138.0,Pakistan,PAK,2016,Ranked,48.15,57.33,45.32,41.8,64.61,55.99,57.92,50.81,43.38,44.89,40.24,52.76,52.15,50.07,23.54,41.43,14.6,176.9705,44.824,332.03,78.2196,48.395,71.892,36.147,39.0,70.9899,107.763,30.249,0.37,4.0,6.7976,0.299,0.3844,0.4397,71.4437,35.4,0.3729,2.738,12.0,69.5128,0.652,49.765,657.531,17.3014,391.0,60.086,10.547,58.6124,20.0,0.686,1.586,0.209,3.769,59.176,30.0,14.1,48.5,0.528,1.305,2.044,9.7,0.03,41.0,0.06,0.1868,0.483
2016,94,Portugal,5.122999999999999,1.27607,0.9436700000000001,0.7936300000000001,0.44727,0.01521,0.11690999999999999,1.53015,2016Portugal,23.0,Portugal,PRT,2016,Ranked,86.5,95.49,85.67,78.34,98.01,97.84,97.8,88.34,89.09,79.26,82.93,91.41,95.88,80.72,67.03,69.72,2.5,33.4137,3.629,8.216,3.6626,0.314,1.124,5.851,95.0,100.0,11.781,6.451,0.97,2.0,0.8831,3.439,0.0096,0.0268,99.5107,51.4,0.661,3.5,64.59,114.181,3.343,89.988,213.942,23.9805,64.6,8.823,17.0,15.208,39.0,0.959,3.959,0.887,4.886,13.627,64.0,2.3051,76.1,2.726,3.333,2.242,2.7,0.52,37.2,2.1138,0.5624,3.0592
2016,99,Greece,5.033,1.24886,0.75473,0.80029,0.05822000000000001,0.04127,0.0,2.12944,2016Greece,28.0,Greece,GRC,2016,Ranked,84.72,93.69,82.92,77.56,98.33,99.37,96.19,80.86,89.47,75.82,81.6,84.8,91.14,69.18,67.83,82.08,2.5,15.295,3.138,7.313,4.4181,0.102,0.245,1.785,95.0,100.0,20.354,9.78,0.95,3.0,0.9999,3.6,0.0038,0.1116,97.0448,67.5,0.6102,3.067,63.21,113.4855,3.32,90.908,260.764,23.7211,103.0,17.741,17.0,25.1275,35.0,0.949,3.171,0.962,4.836,28.077,46.0,2.1948,59.9,3.576,3.2,2.756,5.1,0.38,28.8,1.5599,0.8372,5.8934
2016,101,Mongolia,4.907,0.9885299999999999,1.0898299999999999,0.55469,0.35972,0.03285,0.34539000000000003,1.53586,2016Mongolia,75.0,Mongolia,MNG,2016,Ranked,69.08,74.78,67.99,64.47,85.57,69.05,69.58,74.94,91.01,66.68,49.02,65.27,89.63,64.27,53.75,50.23,20.8,46.8177,16.487,43.235,19.5412,2.115,30.983,69.361,42.0,85.8514,72.71,16.617,0.84,2.0,7.2446,2.771,0.0125,0.0455,95.9701,87.8,0.7119,3.118,19.9424,102.9637,2.5,63.738,729.303,16.8967,35.1,42.515,13.1013,49.7253,36.0,0.899,3.822,0.742,4.813,49.377,39.0,3.6628,67.8,2.535,2.713,2.283,4.0,0.09,3.0,0.1057,0.3056,3.2409
2016,104,Honduras,4.871,0.69429,0.7559600000000001,0.5838300000000001,0.26755,0.06906,0.2044,2.2955099999999997,2016Honduras,106.0,Honduras,HND,2016,Ranked,61.01,70.91,63.9,48.22,83.07,78.11,77.39,45.1,64.19,52.04,55.95,83.43,68.07,56.69,36.75,31.37,17.3,54.8298,22.706,116.169,20.2237,15.973,25.141,35.225,50.0,88.6538,45.57,16.663,0.69,5.0,65.7802,0.481,0.0903,0.074,80.6684,32.3,0.3898,2.666,19.08,86.26,0.571,61.837,341.087,20.5766,18.0,22.406,13.5835,18.3818,19.0,0.686,3.767,0.288,4.539,41.755,31.0,22.1094,77.2,0.67,1.822,1.95,6.1,0.28,2.0,0.0106,0.1781,1.1808
2016,107,Nepal,4.793,0.44626000000000005,0.69699,0.50073,0.37012,0.07007999999999999,0.3816,2.32694,2016Nepal,114.0,Nepal,NPL,2016,Ranked,55.87,64.81,51.67,51.13,76.95,50.13,57.87,74.28,55.74,56.25,50.52,44.16,78.6,40.29,55.59,30.03,6.5,190.7096,33.955,234.753,38.1187,64.836,68.271,47.984,26.0,84.9,113.358,26.979,0.74,2.0,2.0739,0.93,0.4216,0.415,98.9955,32.0,0.5085,3.247,15.44,85.5622,1.196,57.889,458.954,18.0472,38.1,96.253,12.7881,59.7408,25.0,0.85,3.365,0.84,3.786,79.589,27.0,28.6875,58.1,2.539,2.64,2.359,9.5,0.76,0.8,0.0379,0.0981,0.7997
2016,109,Albania,4.655,0.9553,0.50163,0.73007,0.31866,0.05301,0.1684,1.9281599999999999,2016Albania,54.0,Albania,ALB,2016,Ranked,74.69,85.39,80.36,58.31,92.15,89.22,88.74,71.46,91.41,73.11,72.15,84.77,83.8,46.65,46.91,55.9,4.5,16.4636,22.344,9.965,10.0474,0.326,19.331,15.263,75.0,100.0,34.671,8.072,0.96,4.0,4.0396,2.404,0.0075,0.0142,97.592,91.2,0.6441,2.378,60.1,115.9979,2.56,79.686,287.217,21.9849,9.51,19.513,15.5118,21.5743,27.0,0.79,3.846,0.883,4.258,56.611,36.0,6.2424,9.2,1.662,2.579,2.175,4.7,0.12,4.4,0.1618,0.4777,3.2892
2016,114,Cameroon,4.513,0.5249699999999999,0.62542,0.12697999999999998,0.42736,0.06126,0.2268,2.5198,2016Cameroon,135.0,Cameroon,CMR,2016,Ranked,49.32,53.53,52.22,42.19,63.87,39.3,48.76,62.21,71.67,40.42,44.51,52.29,60.86,42.17,29.64,36.1,6.7,584.2628,31.774,323.816,89.8076,78.499,70.473,72.318,22.0,56.8,112.66,23.878,0.49,4.0,0.9347,2.297,0.1928,0.1636,95.2289,31.8,0.1695,2.241,16.2149,75.122,0.868,51.0,453.792,16.1635,42.0,77.052,9.5748,47.165,9.0,0.63,3.63,0.284,4.309,74.2,27.0,20.8978,45.4,1.255,1.178,2.027,8.5,0.07,2.2,0.0498,0.2759,0.814
2016,116,South Africa,4.459,1.02416,0.9605299999999999,0.18611,0.42483000000000004,0.08415,0.13656,1.6422700000000001,2016South Africa,77.0,South Africa,ZAF,2016,Ranked,68.94,71.23,66.93,68.67,77.36,73.17,82.16,52.23,81.49,69.09,53.86,63.29,86.55,76.79,56.12,55.23,4.6,602.917,26.199,97.262,39.5388,37.339,28.784,32.622,82.0,86.0,56.722,27.836,0.82,4.0,32.6433,0.725,0.0064,0.0328,95.5297,74.9,0.5593,2.704,49.0,145.3514,1.186,64.652,415.581,18.3047,549.0,26.113,6.7097,49.1779,33.0,0.829,3.858,0.823,4.366,9.429,44.0,3.1231,80.4,2.754,2.312,2.144,6.3,0.56,30.6,0.3334,0.5553,1.1089
2016,117,Sri Lanka,4.415,0.9731799999999999,0.84783,0.62007,0.50817,0.07964,0.46978000000000003,0.91681,2016Sri Lanka,76.0,Sri Lanka,LKA,2016,Ranked,69.02,78.41,76.0,52.65,91.42,78.58,72.13,71.52,90.19,63.84,69.39,80.59,63.98,65.33,35.68,45.62,8.8,45.3962,15.618,30.988,9.3543,4.14,34.853,31.629,24.0,92.2588,46.17,12.773,0.65,3.0,2.6601,2.71,0.0252,0.005,97.4195,80.5,0.661,2.331,25.8,106.4194,2.57,75.893,301.661,21.0926,27.6,25.337,15.418,27.5711,23.0,0.499,2.908,0.54,4.025,40.75,37.0,6.098,72.4,2.048,2.182,1.881,9.2,0.03,4.6,0.0619,0.6108,0.9623
2016,118,India,4.404,0.74036,0.29247,0.45091000000000003,0.40285,0.08722,0.25028,2.18032,2016India,116.0,India,IND,2016,Ranked,55.13,62.35,47.98,55.07,72.23,53.42,61.12,62.65,61.35,55.83,49.05,25.69,74.95,53.05,40.0,52.29,15.3,245.6334,41.856,162.6,46.2844,85.144,52.333,39.526,41.0,83.5347,113.012,17.448,0.63,4.0,3.6551,0.787,0.2597,0.4251,97.7377,48.7,0.7627,2.025,21.0,72.8626,1.3,55.982,496.279,17.7633,2550.0,89.303,4.7897,67.2195,35.0,0.641,2.772,0.697,4.197,76.908,38.0,16.894,72.2,2.091,1.998,1.972,8.5,0.21,128.0,0.1005,0.3118,1.2716
2016,119,Myanmar,4.395,0.34112,0.69981,0.3988,0.42691999999999997,0.20243,0.81971,1.50655,2016Myanmar,127.0,Myanmar,MMR,2016,Ranked,51.29,61.77,50.76,41.33,73.23,59.75,47.79,66.32,62.52,32.83,45.57,62.12,49.0,54.44,37.75,24.13,13.6,196.2998,33.095,223.886,53.5741,26.029,59.864,52.435,18.0,52.0,105.16,21.418,0.51,3.0,2.3527,0.868,0.1011,0.355,96.1312,23.8,0.1017,2.589,11.52,55.5258,0.661,56.331,528.362,17.5217,107.0,38.514,5.1348,43.6556,11.0,0.515,2.116,0.475,2.996,61.575,22.0,12.2861,73.8,2.52,1.468,2.021,9.9,0.21,0.2,0.0039,0.1831,0.788
2016,121,Armenia,4.36,0.8608600000000001,0.6247699999999999,0.64083,0.14037,0.036160000000000005,0.07793,1.9786400000000002,2016Armenia,60.0,Armenia,ARM,2016,Ranked,72.65,88.0,73.89,56.06,93.74,92.05,89.8,76.41,94.12,64.99,66.11,70.32,71.62,57.36,35.13,60.13,2.9,20.3211,14.589,20.522,15.1142,0.621,3.424,22.65,95.0,99.9573,54.459,7.335,0.8,3.0,2.4722,3.13,0.0013,0.0041,94.1269,98.3,0.5254,1.502,54.6228,118.7724,3.106,75.319,424.762,19.6337,10.3,34.881,16.9993,51.3411,16.0,0.654,3.159,0.682,4.767,41.89,35.0,4.8438,39.9,0.935,3.063,1.168,5.6,0.02,5.2,0.3545,0.7751,2.3541
2016,123,Ukraine,4.324,0.87287,1.01413,0.58628,0.12859,0.01829,0.20363,1.50066,2016Ukraine,65.0,Ukraine,UKR,2016,Ranked,71.45,81.56,70.38,62.41,93.52,86.02,89.43,57.26,92.1,71.92,57.08,60.43,72.09,67.63,36.79,73.15,2.5,31.8212,15.975,36.496,9.8158,0.464,14.051,31.619,95.0,100.0,56.505,15.12,0.4,4.0,6.3066,2.96,0.0012,0.0177,91.9911,95.1,0.7458,2.373,46.236,144.2788,2.99,73.176,694.748,18.6195,417.0,21.246,4.0439,57.366,25.0,0.601,3.105,0.586,4.726,14.702,27.0,5.783,71.2,0.352,2.754,2.303,6.9,0.08,30.0,0.229,0.8938,3.9047
2016,124,Ghana,4.276,0.63107,0.49353,0.29681,0.40973000000000004,0.0326,0.21203000000000002,2.2002,2016Ghana,105.0,Ghana,GHA,2016,Ranked,62.52,62.69,65.05,59.84,76.64,44.49,56.84,72.79,70.77,61.99,52.22,75.2,88.1,55.53,52.77,42.95,7.5,451.5049,22.192,129.965,57.3585,50.041,76.317,68.91,21.0,78.3,102.096,24.7,0.92,3.0,1.9945,1.409,0.2019,0.2438,95.0316,59.8,0.4576,3.233,25.5177,111.5201,2.44,56.217,467.327,16.4937,29.4,34.682,13.4214,29.8374,37.0,0.878,3.851,0.744,4.454,69.914,47.0,6.1079,44.4,2.521,3.054,2.073,4.6,0.09,11.0,0.058,0.4044,0.7701
2016,126,Georgia,4.252,0.8379200000000001,0.19249000000000002,0.64035,0.32461,0.3188,0.06786,1.87031,2016Georgia,59.0,Georgia,GEO,2016,Ranked,72.77,82.6,75.21,60.51,93.28,85.51,83.99,67.63,94.71,69.92,62.74,73.44,83.14,57.39,40.09,61.43,5.2,22.1319,12.486,43.222,10.8974,0.69,10.554,36.959,73.0,100.0,57.527,17.965,0.86,4.0,2.6764,2.844,0.0059,0.001,99.3159,96.7,0.5593,3.263,44.0,133.8377,3.382,70.599,523.688,19.1648,17.4,24.253,9.1086,34.7474,27.0,0.921,3.645,0.647,4.724,52.268,52.0,14.0776,48.6,1.782,2.608,2.071,8.1,0.07,7.8,0.3141,0.8617,2.0952
2016,145,Burkina Faso,3.739,0.31995,0.63054,0.21297,0.3337,0.12533,0.24353000000000002,1.8731900000000001,2016Burkina Faso,136.0,Burkina Faso,BFA,2016,Ranked,48.58,48.52,48.86,48.36,63.45,27.1,31.24,72.3,29.1,43.67,45.53,77.14,81.03,37.87,47.18,27.34,17.6,566.7849,29.195,227.98,90.9692,94.531,82.341,89.141,8.0,19.2,129.204,24.421,0.73,3.0,0.7392,0.89,0.7716,0.4783,68.4216,8.5,0.2373,3.397,9.4,71.0473,1.032,50.722,438.776,16.2378,31.1,46.562,14.673,16.5415,21.0,0.912,3.802,0.802,4.075,87.051,38.0,30.9375,46.5,2.515,2.697,1.46,4.7,0.11,2.2,0.0295,0.0187,0.2946
2016,149,Tanzania,3.6660000000000004,0.47155,0.77623,0.35700000000000004,0.3176,0.05099,0.31472,1.3776899999999999,2016Tanzania,117.0,Tanzania,TZA,2016,Ranked,54.45,53.18,60.99,49.19,62.3,44.48,38.77,67.18,59.13,45.12,55.05,84.65,71.36,42.23,53.14,30.03,26.5,448.6164,38.197,252.656,61.4167,62.465,64.371,72.939,5.0,23.5,91.852,15.474,0.71,3.0,7.8102,2.26,0.181,0.3399,83.3204,12.6,0.5932,2.12,7.0,63.7756,2.393,49.122,360.547,18.1301,86.5,28.24,16.8852,16.1444,27.0,0.726,3.649,0.628,3.147,83.71,30.0,23.1896,54.8,2.332,3.027,2.618,5.4,0.05,2.6,0.0248,0.1857,0.1921
2016,152,Rwanda,3.515,0.32846,0.6158600000000001,0.31865,0.5432,0.50521,0.23551999999999998,0.96819,2016Rwanda,122.0,Rwanda,RWA,2016,Ranked,53.31,52.08,60.41,47.44,65.51,43.53,37.46,61.82,67.17,45.56,56.86,72.07,66.9,63.6,31.04,28.2,30.2,333.9474,41.395,186.42,44.0914,63.286,62.501,77.558,5.0,19.8,93.061,34.171,0.63,3.0,3.8616,3.17,0.1955,0.3598,97.1144,13.2,0.4915,2.189,10.6,69.896,2.816,49.184,333.135,17.8199,7.0,42.614,8.7475,21.4972,8.0,0.474,3.708,0.72,4.494,68.964,54.0,3.0,62.9,1.517,0.613,2.571,9.1,0.07,1.6,0.0259,0.0868,0.4156
2015,1,Switzerland,7.587000000000001,1.3965100000000001,1.34951,0.9414299999999999,0.66557,0.41978000000000004,0.29678000000000004,2.5173799999999997,2015Switzerland,9.0,Switzerland,CHE,2015,Ranked,90.14,96.55,88.87,85.0,98.5,99.62,98.24,89.84,98.28,84.38,88.93,83.91,96.31,91.45,74.64,77.62,2.5,11.595,2.632,7.479,4.4001,0.124,0.264,0.907,95.0,100.0,9.401,3.279,0.96,2.0,0.7029,3.795,0.009,0.0155,99.7876,96.2,0.5763,3.83,86.34,136.2536,3.73,95.143,166.177,25.2137,51.5,11.389,7.3692,12.8346,39.0,0.977,3.795,0.98,4.711,9.283,86.0,0.4726,88.7,2.96,3.384,2.859,3.6,0.73,43.0,4.8971,0.9103,2.6924
2015,3,Denmark,7.527,1.32548,1.36058,0.87464,0.6493800000000001,0.48357,0.34139,2.4920400000000003,2015Denmark,2.0,Denmark,DNK,2015,Ranked,91.71,96.03,90.34,88.78,98.48,99.66,97.23,88.73,98.88,92.78,82.44,87.26,98.56,91.97,82.35,82.23,2.5,24.3328,2.436,4.637,4.1056,0.285,0.262,0.673,95.0,100.0,14.785,3.734,0.93,2.0,0.8513,3.761,0.0025,0.0122,99.7466,99.6,0.8136,3.794,94.6297,124.7068,3.628,91.659,232.522,22.9253,54.9,11.067,14.502,19.4088,40.0,0.988,3.909,0.987,4.898,5.38,92.0,3.4285,87.1,3.493,3.712,3.276,3.6,0.76,23.8,4.1554,0.9125,4.2246
2015,4,Norway,7.522,1.459,1.33095,0.88521,0.66973,0.36503,0.34699,2.4653099999999997,2015Norway,2.0,Norway,NOR,2015,Ranked,91.71,96.51,91.66,86.96,98.65,99.65,98.38,89.35,98.61,91.66,86.52,89.86,98.29,91.75,76.74,81.05,2.5,21.7616,2.5,4.204,2.8826,0.269,0.235,0.719,95.0,100.0,8.652,3.552,0.97,2.0,0.9056,3.863,0.0082,0.0126,99.9532,96.2,0.7627,3.818,95.0534,112.0603,3.813,94.758,194.348,23.9486,55.1,7.671,13.0377,11.9885,40.0,0.98,3.912,0.975,4.919,5.303,86.0,1.2496,88.3,2.964,3.178,3.161,3.7,0.8,27.0,3.5287,0.947,3.8248
2015,5,Canada,7.4270000000000005,1.32629,1.32261,0.9056299999999999,0.63297,0.32957,0.45811,2.4517599999999997,2015Canada,11.0,Canada,CAN,2015,Ranked,89.7,95.61,88.49,85.0,98.19,99.25,98.37,86.64,97.17,86.68,85.72,84.38,96.37,89.6,72.56,81.47,2.5,16.6017,3.068,8.209,5.4493,0.277,0.329,1.966,95.0,100.0,8.692,6.589,0.95,2.0,1.4421,3.341,0.0061,0.0,99.4323,100.0,0.9153,3.687,85.8,80.3478,3.56,92.514,211.834,24.7481,717.0,7.428,10.0196,12.2436,39.0,0.96,3.818,0.961,4.844,10.679,81.0,1.9426,90.8,3.113,2.777,2.637,3.9,0.84,111.4,2.5906,0.9226,3.2421
2015,6,Finland,7.406000000000001,1.29025,1.31826,0.8891100000000001,0.64169,0.41372,0.23351,2.61955,2015Finland,1.0,Finland,FIN,2015,Ranked,91.84,96.18,92.05,87.27,98.84,99.64,98.74,87.49,99.07,94.79,83.97,90.38,97.31,89.88,77.44,84.47,2.5,6.8984,2.626,4.887,2.5558,0.048,0.249,0.895,95.0,100.0,6.749,4.202,0.97,2.0,1.6363,3.833,0.0014,0.0,99.3068,100.0,0.9153,3.843,91.5144,136.2608,3.41,92.57,205.455,23.8783,63.2,6.469,12.2324,9.7182,40.0,0.973,3.893,0.975,4.763,9.769,89.0,5.5214,89.7,3.159,3.066,2.928,1.6,0.68,46.4,3.3375,0.8819,4.5439
2015,7,Netherlands,7.377999999999999,1.32944,1.28017,0.89284,0.6157600000000001,0.31814000000000003,0.4761,2.4657,2015Netherlands,5.0,Netherlands,NLD,2015,Ranked,91.14,96.31,90.94,86.17,98.46,99.67,97.38,89.75,94.79,95.94,85.09,87.96,96.71,89.22,76.47,82.27,2.5,22.018,2.511,5.829,4.1639,0.154,0.236,0.736,95.0,100.0,14.019,3.676,0.97,2.0,0.7421,3.475,0.005,0.0402,98.0851,87.8,0.9492,3.737,93.9564,115.5757,3.76,94.532,220.342,23.5937,197.0,12.829,16.9614,19.4249,40.0,0.951,3.88,0.948,4.849,12.659,83.0,1.7477,88.2,3.172,2.944,2.984,3.9,0.87,62.2,3.1034,0.892,3.8487
2015,8,Sweden,7.364,1.33171,1.2890700000000002,0.9108700000000001,0.6598,0.43843999999999994,0.36262,2.3711900000000004,2015Sweden,6.0,Sweden,SWE,2015,Ranked,91.13,96.6,90.11,86.68,98.67,99.56,98.52,89.66,94.24,91.57,86.14,88.48,98.17,89.81,79.44,79.27,2.5,16.1726,2.684,4.142,2.939,0.253,0.286,1.002,95.0,100.0,7.91,3.191,0.98,2.0,0.9046,3.047,0.0017,0.0068,99.9584,87.5,0.7627,3.816,94.7836,124.9152,3.646,94.22,187.926,24.118,59.5,6.959,10.0228,9.7878,40.0,0.974,3.905,0.977,4.918,6.719,87.0,2.3074,82.5,2.95,2.775,3.264,1.3,0.78,49.4,3.6552,0.8629,3.3588
2015,9,New Zealand,7.2860000000000005,1.2501799999999998,1.3196700000000001,0.9083700000000001,0.6393800000000001,0.42922,0.47501000000000004,2.26425,2015New Zealand,8.0,New Zealand,NZL,2015,Ranked,90.46,95.64,91.82,83.93,97.67,98.54,98.65,87.7,97.24,92.8,84.81,92.44,96.85,87.56,70.88,80.42,2.5,11.0397,5.282,7.477,6.0193,0.333,2.368,2.116,95.0,100.0,7.202,7.228,0.97,2.0,1.018,3.598,0.0046,0.0031,98.4295,96.9,0.9492,3.728,82.78,105.4771,3.612,92.251,220.443,24.2081,81.4,6.358,15.3403,10.6598,39.0,0.953,3.867,0.967,4.896,11.497,91.0,9.4809,87.4,2.786,2.779,2.963,4.1,0.74,31.6,2.9228,0.8596,4.0748
2015,11,Israel,7.278,1.2285700000000002,1.22393,0.9138700000000001,0.41318999999999995,0.07785,0.33171999999999996,3.08854,2015Israel,34.0,Israel,ISR,2015,Ranked,83.06,93.28,84.09,71.79,98.25,99.23,96.62,79.02,91.17,78.94,85.02,81.24,86.14,78.3,48.63,74.09,2.5,23.6887,3.221,6.041,4.1232,0.354,0.405,1.892,95.0,100.0,18.049,6.316,0.85,3.0,1.6419,2.447,0.0409,0.0312,99.9847,88.4,0.8305,1.9,70.2503,122.8209,3.489,89.282,179.389,24.5753,90.3,22.059,12.766,22.0625,36.0,0.768,3.473,0.87,4.491,7.994,60.0,2.742,66.8,2.352,2.763,2.309,9.7,0.42,27.2,2.2057,0.7326,3.4834
2015,12,Costa Rica,7.226,0.95578,1.2378799999999999,0.8602700000000001,0.63376,0.10583,0.25497,3.17728,2015Costa Rica,38.0,Costa Rica,CRI,2015,Ranked,81.78,89.9,82.6,72.83,95.14,96.51,96.37,71.6,88.41,72.99,80.75,88.23,94.91,75.27,67.05,54.08,4.1,20.2498,8.613,31.199,9.4566,1.601,7.748,2.265,93.0,99.5635,16.142,14.503,0.97,3.0,8.667,3.271,0.0189,0.0096,99.5138,52.4,0.6441,3.336,45.96,149.9751,3.655,76.885,217.984,24.3051,15.1,17.544,16.8285,16.5173,37.0,0.973,3.687,0.951,4.84,21.021,54.0,9.02,84.6,2.239,3.506,3.06,4.7,0.52,16.2,0.1672,0.3855,2.4503
2015,13,Austria,7.2,1.33723,1.29704,0.8904200000000001,0.62433,0.18675999999999998,0.33088,2.5332,2015Austria,15.0,Austria,AUT,2015,Ranked,88.85,96.02,90.33,80.22,98.6,98.94,97.43,89.1,97.49,90.11,84.87,88.84,94.45,86.43,61.25,78.75,2.5,7.0576,2.838,6.36,3.9148,0.086,0.251,3.226,95.0,100.0,13.762,4.645,0.95,2.0,0.7246,3.44,0.001,0.0,98.9738,100.0,0.8814,3.651,80.6188,155.1158,3.813,91.967,219.937,23.7925,81.3,13.379,17.0,18.078,38.0,0.963,3.529,0.945,4.889,8.583,72.0,2.2785,86.7,2.541,2.704,2.131,4.3,0.62,39.0,2.5755,0.8085,3.8579
